,GenomeID,Gene,Hit,E-value,Bit Score,Bias,Domain Start,Domain End,Location,Orientation,Flag_Bias,contig,pos_num,operon,top_hit,GTDB,Seq,residue_match
204189,GB_GCA_016296195.1,anfO,JAEDJU010000072.1_2_A,8.2e-06,21.9,0.0,307,408,695-1927,1,0,JAEDJU010000072.1,2,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp016296195,,anfO
204190,GB_GCA_016928355.1,anfO,JAFGKW010000034.1_2_A,6.400000000000001e-48,159.6,0.0,11,218,765-1421,-1,0,JAFGKW010000034.1,2,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanolacinia;s__Methanolacinia sp016928355,,anfO
204191,GB_GCA_017475875.1,anfO,JAFVET010000159.1_1_A,7.8e-07,25.1,0.0,29,139,2-466,1,0,JAFVET010000159.1,1,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp017475875,,anfO
204192,GB_GCA_017540825.1,anfO,JAFYAH010000006.1_8_A,3.2e-06,23.6,0.0,308,414,9297-10547,-1,0,JAFYAH010000006.1,8,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp017540825,,anfO
204193,GB_GCA_017935945.1,anfO,JAGBGN010000039.1_2_A,6.2e-07,25.5,0.0,308,407,3818-5047,1,0,JAGBGN010000039.1,2,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp017935945,,anfO
204194,GB_GCA_019262145.1,anfO,CP076745.1_345_A,6.3e-07,25.3,0.0,307,410,323552-324784,-1,0,CP076745.1,345,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanogranum;s__Methanogranum gryphiswaldense,,anfO
204195,GB_GCA_020356005.1,anfO,CP070629.1_976_A,1.6e-06,24.6,0.0,315,421,1405044-1406309,1,0,CP070629.1,976,5,nifB,d__Archaea;p__Thermoplasmatota;c__Penumbrarchaeia;o__JAEHCK01;f__GCA-020356005;g__GCA-020356005;s__GCA-020356005 sp020356005,,anfO
204196,GB_GCA_023228295.1,anfO,JALOBP010000043.1_20_A,2e-50,168.5,0.0,3,211,18386-19027,1,0,JALOBP010000043.1,20,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp023228295,,anfO
204197,GB_GCA_023396065.1,anfO,JAEWXF010000023.1_20_A,4.2e-38,127.6,0.0,2,208,27094-27729,-1,0,JAEWXF010000023.1,20,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum sp023396065,,anfO
204198,GB_GCA_023436075.1,anfO,JAEZKS010000164.1_4_A,8.1e-54,179.4,0.0,2,209,2908-3537,1,0,JAEZKS010000164.1,4,1,anfO,d__Archaea;p__Halobacteriota;c__Methanocellia;o__Methanocellales;f__Methanocellaceae;g__Methanocella_A;s__Methanocella_A sp023436075,,anfO
204199,GB_GCA_024399175.1,anfO,JAKSHU010000141.1_2_A,5.6e-07,25.6,0.0,309,414,2138-3382,-1,0,JAKSHU010000141.1,2,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp024399175,,anfO
204200,GB_GCA_024399225.1,anfO,JAKSHV010000127.1_2_A,1.8e-06,23.6,0.0,309,414,2069-3313,-1,0,JAKSHV010000127.1,2,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp024399225,,anfO
204201,GB_GCA_025350045.1,anfO,JANXYM010000106.1_10_A,1.2e-52,175.5,0.0,10,217,9453-10115,-1,0,JANXYM010000106.1,10,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp025350045,,anfO
204202,GB_GCA_025358115.1,anfO,JANYKQ010000029.1_27_A,1.1999999999999998e-53,178.5,0.0,2,209,27943-28578,-1,0,JANYKQ010000029.1,27,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp025358115,,anfO
204203,GB_GCA_028679075.1,anfO,JAJRCF010000030.1_5_A,2.9999999999999995e-54,180.7,0.0,3,210,4330-4971,1,0,JAJRCF010000030.1,5,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028679075,,anfO
204204,GB_GCA_028679485.1,anfO,JAJRBL010000228.1_8_A,3.8e-53,176.6,0.0,2,208,6905-7537,1,0,JAJRBL010000228.1,8,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum sp028679485,,anfO
204205,GB_GCA_028705545.1,anfO,JAQWDG010000020.1_8_A,3e-48,161.0,0.0,3,209,5449-6078,-1,0,JAQWDG010000020.1,8,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028705545,,anfO
204206,GB_GCA_030156225.1,anfO,JASGMW010000001.1_49_A,1e-50,168.7,0.0,2,210,47357-47989,1,0,JASGMW010000001.1,49,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanofollaceae;g__Methanofollis;s__Methanofollis sp030156225,,anfO
204207,GB_GCA_030168575.1,anfO,CP115555.1_122_A,4.2e-08,29.3,0.0,304,409,147397-148629,1,0,CP115555.1,122,3,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp015063125,,anfO
204208,GB_GCA_030168595.1,anfO,CP115556.1_691_B,1.7e-05,20.8,0.0,309,413,743835-745076,1,0,CP115556.1,691,5,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp001481295,,anfO
204209,GB_GCA_030539515.1,anfO,JAUNXZ010000060.1_2_A,4.6e-07,26.0,0.0,304,415,896-2155,1,0,JAUNXZ010000060.1,2,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp030539515,,anfO
204210,GB_GCA_030653335.1,anfO,JAURZP010000061.1_9_A,1.5e-51,172.2,0.0,10,216,5632-6294,-1,0,JAURZP010000061.1,9,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp030653335,,anfO
204211,GB_GCA_031256955.1,anfO,JAIRPP010000008.1_191_A,1.5e-05,20.8,0.0,10,113,220724-221068,-1,0,JAIRPP010000008.1,191,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoplasma;s__Methanoplasma sp031256955,,anfO
204212,GB_GCA_031267895.1,anfO,JAIRYF010000057.1_3_A,1.5e-06,24.2,0.0,6,114,3716-4066,-1,0,JAIRYF010000057.1,3,2,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoplasma;s__Methanoplasma glyptotermitis,,anfO
204213,GB_GCA_031271555.1,anfO,JAISVN010000066.1_1_A,7.7e-07,24.5,0.0,308,404,225-1460,-1,0,JAISVN010000066.1,1,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoplasma;s__Methanoplasma sp031271555,,anfO
204214,GB_GCA_031287135.1,anfO,JAITTK010000076.1_9_A,4.9e-06,22.2,0.0,0,113,9523-9867,-1,0,JAITTK010000076.1,9,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoplasma;s__Methanoplasma reticulitermitis,,anfO
204215,GB_GCA_031288985.1,anfO,JAITQH010000006.1_7_A,2.7e-05,19.7,0.0,306,399,5182-6417,-1,0,JAITQH010000006.1,7,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoplasma;s__Methanoplasma sp031288985,,anfO
204216,GB_GCA_031288985.1,anfO,JAITQH010000039.1_5_A,4e-07,25.7,0.0,4,112,5462-5806,1,0,JAITQH010000039.1,5,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoplasma;s__Methanoplasma sp031288985,,anfO
204217,GB_GCA_031290095.1,anfO,JAITOF010000023.1_22_A,9.7e-08,28.1,0.0,3,112,20617-20961,-1,0,JAITOF010000023.1,22,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoplasma;s__Methanoplasma porotermitis,,anfO
204218,GB_GCA_031290095.1,anfO,JAITOF010000079.1_11_A,1e-05,21.5,0.0,319,422,11312-12589,1,0,JAITOF010000079.1,11,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoplasma;s__Methanoplasma porotermitis,,anfO
204219,GB_GCA_033485155.1,anfO,JAWQJJ010000001.1_241_A,1.3e-36,123.2,0.0,0,164,246974-247468,1,0,JAWQJJ010000001.1,241,1,anfO,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__UBA6;s__UBA6 sp033485155,,anfO
204220,GB_GCA_034006405.1,anfO,JAVESW010000043.1_9_A,7.7e-08,28.3,0.0,305,411,5084-6322,-1,0,JAVESW010000043.1,9,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__JALNYB01;s__JALNYB01 sp023230065,,anfO
204221,GB_GCA_035319305.1,anfO,DATHCY010000003.1_4_A,3.6999999999999997e-54,180.8,0.0,2,205,2915-3532,1,0,DATHCY010000003.1,4,1,anfO,d__Archaea;p__Halobacteriota;c__Methanocellia;o__Methanocellales;f__Methanocellaceae;g__Methanocella_A;s__Methanocella_A sp035319305,,anfO
204222,GB_GCA_035561295.1,anfO,DATMXW010000137.1_31_A,7.2e-49,163.4,0.0,2,208,36842-37480,-1,0,DATMXW010000137.1,31,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum sp035561295,,anfO
204223,GB_GCA_036504055.1,anfO,DASXVU010000030.1_42_A,1.1e-48,162.5,0.0,6,209,36146-36778,-1,0,DASXVU010000030.1,42,1,anfO,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__DASXVU01;s__DASXVU01 sp036504055,,anfO
204224,GB_GCA_039679395.1,anfO,JBDKUZ010000070.1_5_A,3.2e-45,151.3,0.0,18,222,3480-4157,1,0,JBDKUZ010000070.1,5,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA288;s__UBA288 sp039679395,,anfO
204225,GB_GCA_039683275.1,anfO,JBDKRP010000004.1_21_A,8.6e-50,166.2,0.0,7,211,22431-23072,1,0,JBDKRP010000004.1,21,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__JBDKRP01;s__JBDKRP01 sp039683275,,anfO
204226,GB_GCA_039698055.1,anfO,JBDKTL010000004.1_15_A,5.5e-51,169.9,0.0,3,211,12685-13329,1,0,JBDKTL010000004.1,15,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp039698055,,anfO
204227,GB_GCA_041645055.1,anfO,JBAZQT010000025.1_5_A,2.2999999999999997e-53,177.9,0.0,10,217,3900-4562,1,0,JBAZQT010000025.1,5,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp041645055,,anfO
204228,GB_GCA_041645355.1,anfO,JBAZQF010000011.1_54_A,4.4e-50,167.1,0.0,3,211,54881-55519,1,0,JBAZQF010000011.1,54,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp041645355,,anfO
204229,GB_GCA_041645435.1,anfO,JBAZQB010000006.1_206_A,3.9e-52,174.1,0.0,10,217,196325-196987,-1,0,JBAZQB010000006.1,206,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp041645435,,anfO
204230,GB_GCA_041652515.1,anfO,JBAZHD010000041.1_13_A,8.4e-52,173.2,0.0,3,211,9673-10314,-1,0,JBAZHD010000041.1,13,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp041652515,,anfO
204231,GB_GCA_041652515.1,anfO,JBAZHD010000057.1_20_A,1.9e-51,172.1,0.0,2,208,15726-16364,1,0,JBAZHD010000057.1,20,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp041652515,,anfO
204232,GB_GCA_041653075.1,anfO,JBAZFZ010000028.1_18_A,2.7e-51,170.8,0.0,2,207,19366-19992,1,0,JBAZFZ010000028.1,18,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp041653075,,anfO
204233,GB_GCA_041653075.1,anfO,JBAZFZ010000067.1_4_A,3.4e-52,173.7,0.0,10,214,2836-3480,1,0,JBAZFZ010000067.1,4,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp041653075,,anfO
204234,GB_GCA_045588265.1,anfO,JAZNDX010000001.1_2_A,9.7e-09,31.6,0.0,304,408,2986-4215,1,0,JAZNDX010000001.1,2,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp045588265,,anfO
204235,GB_GCA_049975245.1,anfO,JBNGDB010000007.1_95_A,5.3e-06,22.7,0.1,0,107,90548-90886,1,0,JBNGDB010000007.1,95,1,nifB,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA117;s__UBA117 sp049975245,,anfO
204236,GB_GCA_050014375.1,anfO,JBEKDM010000014.1_6_A,3.0999999999999997e-46,154.4,0.0,6,209,4620-5252,1,0,JBEKDM010000014.1,6,1,anfO,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__DASXVU01;s__DASXVU01 sp050014375,,anfO
204237,GB_GCA_050309445.1,anfO,JBNRMI010000023.1_85_A,3.7e-07,25.7,0.0,308,415,86550-87800,1,0,JBNRMI010000023.1,85,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanogranum;s__Methanogranum sp050309445,,anfO
204238,GB_GCA_050944155.1,anfO,JBMNQN010000002.1_58_A,6.5e-06,21.5,0.0,313,419,56422-57690,-1,0,JBMNQN010000002.1,58,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__VadinCA11;s__VadinCA11 sp050944155,,anfO
204239,GB_GCA_052325125.1,anfO,JBKQWO010000034.1_69_A,3.3e-45,151.1,0.0,3,208,82699-83325,1,0,JBKQWO010000034.1,69,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp052325125,,anfO
204240,GB_GCA_903832665.1,anfO,CAILCG010000025.1_24_A,7.800000000000001e-28,94.6,0.0,2,160,17889-18494,1,0,CAILCG010000025.1,24,1,anfO,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp903832665,,anfO
204241,GB_GCA_934702355.1,anfO,CAKUXX010000012.1_23_A,1.4e-06,24.3,0.0,310,414,26394-27647,-1,0,CAKUXX010000012.1,23,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp934702355,,anfO
204242,GB_GCA_937892275.1,anfO,CALAVG010000294.1_3_A,9.6e-08,28.9,0.0,304,407,3208-4437,1,0,CALAVG010000294.1,3,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp937892275,,anfO
204243,GB_GCA_944320495.1,anfO,CALUHR010000011.1_2_A,9e-07,25.0,0.0,302,410,754-2007,1,0,CALUHR010000011.1,2,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp944320495,,anfO
204244,GB_GCA_947259185.1,anfO,CAMYKT010000001.1_111_A,2.2e-06,23.9,0.2,0,108,116913-117248,-1,0,CAMYKT010000001.1,111,1,anfO,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_F;s__Methanobacterium_F sp947259185,,anfO
204245,GB_GCA_949295765.1,anfO,CASFMM010000043.1_4_A,2.9e-07,26.8,0.0,306,406,3724-4944,-1,0,CASFMM010000043.1,4,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp949295765,,anfO
204246,GB_GCA_959597175.1,anfO,CAUFXM010000012.1_2_A,6.4e-09,32.1,0.0,305,409,1005-2237,1,0,CAUFXM010000012.1,2,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp959597175,,anfO
204247,GB_GCA_963586845.1,anfO,CAVABN010000001.1_3_A,1.8e-05,20.9,0.0,303,409,721-1953,1,0,CAVABN010000001.1,3,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp963586845,,anfO
204248,GB_GCA_963591575.1,anfO,CAVATL010000032.1_2_A,1.1e-07,27.7,0.0,315,419,2230-3489,1,0,CAVATL010000032.1,2,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp963591575,,anfO
204249,GB_GCA_963611065.1,anfO,CAVDQR010000018.1_11_A,5.5e-06,22.4,0.0,302,410,12000-13232,-1,0,CAVDQR010000018.1,11,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp963611065,,anfO
204250,GB_GCA_963631655.1,anfO,CAVGRR010000110.1_2_A,6.2e-08,28.8,0.0,310,414,751-1995,1,0,CAVGRR010000110.1,2,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp963631655,,anfO
204251,GB_GCA_963635855.1,anfO,CAVHHN010000045.1_3_A,2.1e-05,20.6,0.0,309,413,4792-6036,1,0,CAVHHN010000045.1,3,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp963635855,,anfO
204252,GB_GCA_963637895.1,anfO,CAVHQB010000033.1_2_A,3.5e-09,33.1,0.0,310,415,656-1906,1,0,CAVHQB010000033.1,2,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp963637895,,anfO
204253,GB_GCA_963640995.1,anfO,CAVICI010000028.1_22_A,9.2e-09,31.8,0.0,310,414,25079-26326,-1,0,CAVICI010000028.1,22,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp963640995,,anfO
