,hit,contig,score
GB_GCA_023424995.1,JAFADH010000279.1_13_A,JAFADH010000279.1_13,0
GB_GCA_023429995.1,JAEZCE010000028.1_14_A,JAEZCE010000028.1_14,0
GB_GCA_023439505.1,JAEXNR010000001.1_12_A,JAEXNR010000001.1_12,0
GB_GCA_023454275.1,JAEYGM010000020.1_137_A,JAEYGM010000020.1_137,0
GB_GCA_026390855.1,JAPLFE010000079.1_33_A,JAPLFE010000079.1_33,0
GB_GCA_029256065.1,JAQSYT010000047.1_16_A,JAQSYT010000047.1_16,0
GB_GCA_029379215.1,JAQYWO010000377.1_1_A,JAQYWO010000377.1_1,0
GB_GCA_029974635.1,JARKQY010000031.1_31_A,JARKQY010000031.1_31,0
GB_GCA_030837505.1,JAUPKJ010000284.1_4_A,JAUPKJ010000284.1_4,0
GB_GCA_031260235.1,JAIRKG010000065.1_16_A,JAIRKG010000065.1_16,0
GB_GCA_031275395.1,JAISOU010000021.1_17_A,JAISOU010000021.1_17,0
GB_GCA_031283755.1,JAITBE010000261.1_5_A,JAITBE010000261.1_5,0
GB_GCA_031289735.1,JAITOV010000166.1_2_A,JAITOV010000166.1_2,0
GB_GCA_031291675.1,JARLIO010000079.1_13_A,JARLIO010000079.1_13,0
GB_GCA_031292565.1,JARLGW010000005.1_215_A,JARLGW010000005.1_215,0
GB_GCA_034926235.1,JAYFRE010000132.1_3_A,JAYFRE010000132.1_3,0
GB_GCA_035538795.1,DATLJS010000017.1_33_A,DATLJS010000017.1_33,0
GB_GCA_035561215.1,DATMYB010000015.1_7_A,DATMYB010000015.1_7,0
GB_GCA_036746815.1,DAIODL010000100.1_8_A,DAIODL010000100.1_8,0
GB_GCA_038247115.1,JBBRVG010000007.1_27_A,JBBRVG010000007.1_27,0
GB_GCA_039804805.1,JBDLVO010000366.1_2_A,JBDLVO010000366.1_2,0
GB_GCA_041669965.1,JBAYAD010000057.1_5_A,JBAYAD010000057.1_5,0
GB_GCA_041907765.1,JAYRGQ010000026.1_17_A,JAYRGQ010000026.1_17,0
GB_GCA_042691655.1,CP170506.1_2659_A,CP170506.1_2659,0
GB_GCA_047600885.1,JASGKE010000002.1_1078_A,JASGKE010000002.1_1078,0
GB_GCA_047722935.1,JBDNZS010000006.1_3_A,JBDNZS010000006.1_3,0
GB_GCA_049512415.1,JBEKXD010000083.1_1_A,JBEKXD010000083.1_1,0
GB_GCA_049841175.1,JASGHA010000005.1_11_A,JASGHA010000005.1_11,0
GB_GCA_050252135.1,JBFWLN010000005.1_52_A,JBFWLN010000005.1_52,0
GB_GCA_052146555.1,JBKQMU010000042.1_10_A,JBKQMU010000042.1_10,0
GB_GCA_903843305.1,CAIMPI010000031.1_91_A,CAIMPI010000031.1_91,0
GB_GCA_903903925.1,CAIVAU010000083.1_1_A,CAIVAU010000083.1_1,0
GB_GCA_903920215.1,CAIXLG010000001.1_10_A,CAIXLG010000001.1_10,0
GB_GCA_903944925.1,CAJATU010000064.1_10_A,CAJATU010000064.1_10,0
GB_GCA_937876625.1,CALEGN010000277.1_16_A,CALEGN010000277.1_16,0
GB_GCA_963662365.2,CAXXPA010000021.1_15_A,CAXXPA010000021.1_15,0
GB_GCA_963666685.2,CAXXHZ010000003.1_141_A,CAXXHZ010000003.1_141,0
GB_GCA_963676955.1,OY781461.1_2310_A,OY781461.1_2310,0
GB_GCA_963677375.2,CAXXIF010000019.1_184_A,CAXXIF010000019.1_184,0
GB_GCA_963709085.1,CAVPVB010000022.1_43_A,CAVPVB010000022.1_43,0
GB_GCA_963733265.1,CAVTCF010000003.1_416_A,CAVTCF010000003.1_416,0
GB_GCA_963756335.1,CAVWOB010000010.1_195_A,CAVWOB010000010.1_195,0
GB_GCA_963765965.1,CAVXZR010000046.1_56_A,CAVXZR010000046.1_56,0
GB_GCA_963772225.1,CAVYWD010000001.1_853_A,CAVYWD010000001.1_853,0
GB_GCA_963797305.1,CAWCOW010000002.1_1417_A,CAWCOW010000002.1_1417,0
GB_GCA_963808505.1,CAWEFZ010000007.1_205_A,CAWEFZ010000007.1_205,0
GB_GCA_963833565.1,CAWHYO010000039.1_266_A,CAWHYO010000039.1_266,0
GB_GCA_964250845.1,CAXUIG010000086.1_20_A,CAXUIG010000086.1_20,0
GB_GCA_964402645.1,CAYOCV010000001.1_94_A,CAYOCV010000001.1_94,0
GB_GCA_964500775.1,CAZCQG010000012.1_10_A,CAZCQG010000012.1_10,0
GB_GCA_964595345.1,CAZQPY010000012.1_22_A,CAZQPY010000012.1_22,0
GB_GCA_964632255.1,CAZWCA010000009.1_66_A,CAZWCA010000009.1_66,0
GB_GCA_964657905.1,CAZZXJ010000417.1_5_A,CAZZXJ010000417.1_5,0
RS_GCF_000013085.1,NC_007643.1_1427_A,NC_007643.1_1427,0
RS_GCF_000020525.1,NC_011026.1_1873_A,NC_011026.1_1873,0
RS_GCF_000171235.2,NZ_ABEA03000203.1_51_A,NZ_ABEA03000203.1_51,0
RS_GCF_000218875.1,NC_015709.1_962_A,NC_015709.1_962,0
RS_GCF_000246895.1,NZ_BAEV01000114.1_7_A,NZ_BAEV01000114.1_7,0
RS_GCF_000284415.1,NC_017059.1_563_A,NC_017059.1_563,0
RS_GCF_000317205.1,NZ_AJLK01000109.1_16_B,NZ_AJLK01000109.1_16,0
RS_GCF_000373985.1,NZ_KB893046.1_37_A,NZ_KB893046.1_37,0
RS_GCF_000400505.1,NZ_CM001857.1_2653_A,NZ_CM001857.1_2653,0
RS_GCF_000455485.1,NZ_CBQR020000141.1_52_A,NZ_CBQR020000141.1_52,0
RS_GCF_000568815.1,NZ_CP007201.1_1640_A,NZ_CP007201.1_1640,0
RS_GCF_000686725.1,NZ_JMLK01000019.1_64_A,NZ_JMLK01000019.1_64,0
RS_GCF_000758525.1,NZ_CP009241.1_2656_A,NZ_CP009241.1_2656,0
RS_GCF_000807255.1,NZ_CP009268.1_3727_A,NZ_CP009268.1_3727,0
RS_GCF_000993825.1,NZ_CP011114.1_1427_A,NZ_CP011114.1_1427,0
RS_GCF_001402875.1,NZ_CP012946.1_2850_A,NZ_CP012946.1_2850,0
RS_GCF_001658025.2,NZ_CP014007.2_2182_A,NZ_CP014007.2_2182,0
RS_GCF_001902295.1,NZ_CP018335.1_436_A,NZ_CP018335.1_436,0
RS_GCF_002095535.1,NZ_MLJI01000002.1_202_A,NZ_MLJI01000002.1_202,0
RS_GCF_002246015.1,NZ_NOLJ01000009.1_300_B,NZ_NOLJ01000009.1_300,0
RS_GCF_002834385.1,NZ_PITQ01000001.1_494_A,NZ_PITQ01000001.1_494,0
RS_GCF_002937115.1,NZ_NHRY01000045.1_16_A,NZ_NHRY01000045.1_16,0
RS_GCF_003116015.1,NZ_LGQZ01000083.1_37_A,NZ_LGQZ01000083.1_37,0
RS_GCF_003217355.1,NZ_QJTK01000011.1_23_A,NZ_QJTK01000011.1_23,0
RS_GCF_003315515.1,NZ_QNRY01000002.1_42_A,NZ_QNRY01000002.1_42,0
RS_GCF_003992725.1,NZ_RZNF01000004.1_66_A,NZ_RZNF01000004.1_66,0
RS_GCF_004341685.1,NZ_SMAA01000010.1_76_A,NZ_SMAA01000010.1_76,0
RS_GCF_004801255.1,NZ_CP036295.1_2436_A,NZ_CP036295.1_2436,0
RS_GCF_005144475.1,NZ_SWJZ01000010.1_22_A,NZ_SWJZ01000010.1_22,0
RS_GCF_007641255.1,NZ_CP036259.1_1129_A,NZ_CP036259.1_1129,0
RS_GCF_007992075.1,NZ_BJZO01000002.1_78_A,NZ_BJZO01000002.1_78,0
RS_GCF_009363155.1,NZ_CP045302.1_675_A,NZ_CP045302.1_675,0
RS_GCF_009720655.1,NZ_WNKS01000020.1_62_A,NZ_WNKS01000020.1_62,0
RS_GCF_010907035.1,NZ_QUMK01000077.1_16_A,NZ_QUMK01000077.1_16,0
RS_GCF_013343235.1,NZ_CP040094.1_2465_A,NZ_CP040094.1_2465,0
RS_GCF_013415845.1,NZ_CP058907.1_1403_A,NZ_CP058907.1_1403,0
RS_GCF_014201835.1,NZ_JACHFH010000040.1_23_A,NZ_JACHFH010000040.1_23,0
RS_GCF_014697425.1,NZ_JACJRU010000011.1_130_B,NZ_JACJRU010000011.1_130,0
RS_GCF_015762685.1,NZ_PEHF01000066.1_128_A,NZ_PEHF01000066.1_128,0
RS_GCF_016865525.2,NZ_CP075169.1_87_A,NZ_CP075169.1_87,0
RS_GCF_017115085.1,NZ_JABXKJ010000250.1_1_B,NZ_JABXKJ010000250.1_1,0
RS_GCF_017569925.1,NZ_CP050854.1_829_A,NZ_CP050854.1_829,0
RS_GCF_018835585.1,NZ_JAHGVE010000002.1_36_A,NZ_JAHGVE010000002.1_36,0
RS_GCF_018966525.1,NZ_CP076607.1_2899_A,NZ_CP076607.1_2899,0
RS_GCF_019904155.1,NZ_JAHCMB010000070.1_20_A,NZ_JAHCMB010000070.1_20,0
RS_GCF_020819555.1,NZ_JAJHJB010000029.1_19_A,NZ_JAJHJB010000029.1_19,0
RS_GCF_021730435.1,NZ_JABWGX010000011.1_89_A,NZ_JABWGX010000011.1_89,0
RS_GCF_022508225.1,NZ_JAETXJ010000001.1_373_A,NZ_JAETXJ010000001.1_373,0
RS_GCF_025961575.1,NZ_JAOQNX010000010.1_39_A,NZ_JAOQNX010000010.1_39,0
RS_GCF_026650985.1,NZ_CP086239.1_2430_A,NZ_CP086239.1_2430,0
RS_GCF_028623165.1,NZ_CP117772.1_708_C,NZ_CP117772.1_708,0
RS_GCF_029978005.1,NZ_JARKOZ010000014.1_27_A,NZ_JARKOZ010000014.1_27,0
RS_GCF_030954495.1,NZ_JAVHUW010000070.1_152_A,NZ_JAVHUW010000070.1_152,0
RS_GCF_034006445.1,NZ_JAVESS010000009.1_20_A,NZ_JAVESS010000009.1_20,0
RS_GCF_035644575.1,NZ_DASQOG010000095.1_31_A,NZ_DASQOG010000095.1_31,0
RS_GCF_036562005.2,NZ_JARXNH020000057.1_800_A,NZ_JARXNH020000057.1_800,0
RS_GCF_036916575.1,NZ_JBALGC010000143.1_29_A,NZ_JBALGC010000143.1_29,0
RS_GCF_036916985.1,NZ_JBALFD010000025.1_141_B,NZ_JBALFD010000025.1_141,0
RS_GCF_036917275.1,NZ_JBALDF010000017.1_1_B,NZ_JBALDF010000017.1_1,0
RS_GCF_036917515.1,NZ_JBALDE010000281.1_1_A,NZ_JBALDE010000281.1_1,0
RS_GCF_036917755.1,NZ_JBALFC010000090.1_1_B,NZ_JBALFC010000090.1_1,0
RS_GCF_036919555.1,NZ_JBALCS010000005.1_1_B,NZ_JBALCS010000005.1_1,0
RS_GCF_036919675.1,NZ_JBALCP010000004.1_20_B,NZ_JBALCP010000004.1_20,0
RS_GCF_040939125.1,NZ_CP162495.1_563_A,NZ_CP162495.1_563,0
RS_GCF_041428895.1,NZ_CP156926.1_890_A,NZ_CP156926.1_890,0
RS_GCF_042647235.1,NZ_JBHRVE010000003.1_3258_A,NZ_JBHRVE010000003.1_3258,0
RS_GCF_042683125.1,NZ_JBHUIY010000001.1_95_A,NZ_JBHUIY010000001.1_95,0
RS_GCF_045310515.1,NZ_JBJHZX010000027.1_36_A,NZ_JBJHZX010000027.1_36,0
RS_GCF_046254905.1,NZ_CP158016.1_2788_A,NZ_CP158016.1_2788,0
RS_GCF_047324305.1,NZ_CP178740.1_1540_A,NZ_CP178740.1_1540,0
RS_GCF_047718555.1,NZ_JBDNRK010000027.1_19_A,NZ_JBDNRK010000027.1_19,0
RS_GCF_048629425.1,NZ_CP184532.1_2223_A,NZ_CP184532.1_2223,0
RS_GCF_052363175.1,NZ_CP198946.1_695_A,NZ_CP198946.1_695,0
RS_GCF_900104455.1,NZ_FNHB01000004.1_36_A,NZ_FNHB01000004.1_36,0
RS_GCF_900110485.1,NZ_FODY01000003.1_27_A,NZ_FODY01000003.1_27,0
RS_GCF_900130055.1,NZ_FQXU01000020.1_43_A,NZ_FQXU01000020.1_43,0
RS_GCF_900162725.1,NZ_LT799418.1_3675_A,NZ_LT799418.1_3675,0
RS_GCF_900217815.1,NZ_OBMT01000007.1_51_A,NZ_OBMT01000007.1_51,0
RS_GCF_937425535.1,NZ_OW485601.1_4736_A,NZ_OW485601.1_4736,0
RS_GCF_963664415.2,NZ_CAXXPY010000006.1_2445_A,NZ_CAXXPY010000006.1_2445,0
RS_GCF_963678835.2,NZ_CAXXCH010000001.1_1992_A,NZ_CAXXCH010000001.1_1992,0
RS_GCF_964245575.1,NZ_CAXTNP010000367.1_4_B,NZ_CAXTNP010000367.1_4,0
reference,vnfG,,0
GB_GCA_002508465.1,DAQQ01000136.1_38_A,DAQQ01000136.1_38,0
GB_GCA_003164415.1,PLTK01000024.1_10_A,PLTK01000024.1_10,0
GB_GCA_015520485.1,WAPX01000068.1_27_A,WAPX01000068.1_27,0
GB_GCA_024167805.1,CP099988.1_2316_A,CP099988.1_2316,0
GB_GCA_035402785.1,DAONDW010000081.1_4_A,DAONDW010000081.1_4,0
GB_GCA_963704525.1,OY969914.1_880_A,OY969914.1_880,0
GB_GCA_963733675.1,CAVTET010000004.1_148_A,CAVTET010000004.1_148,0
GB_GCA_963818955.1,CAWFUY010000034.1_65_A,CAWFUY010000034.1_65,0
GB_GCA_963848985.1,CAWKGG010000020.1_41_A,CAWKGG010000020.1_41,0
RS_GCF_000308215.1,NZ_CAJE01000013.1_247_A,NZ_CAJE01000013.1_247,0
RS_GCF_000970025.1,NZ_CP009528.1_1462_A,NZ_CP009528.1_1462,0
RS_GCF_000970305.1,NZ_CP009517.1_1123_A,NZ_CP009517.1_1123,0
RS_GCF_041447285.1,NZ_JBGMEB010000014.1_127_A,NZ_JBGMEB010000014.1_127,0
RS_GCF_963665055.2,NZ_CAXXRN010000004.1_577_A,NZ_CAXXRN010000004.1_577,0
GB_GCA_000332255.1,KB235926.1_3150_B,KB235926.1_3150,0
GB_GCA_001602955.1,LVAC01000002.1_320_A,LVAC01000002.1_320,0
GB_GCA_002294045.1,DBEP01000066.1_117_A,DBEP01000066.1_117,0
GB_GCA_002306945.1,DBTH01000319.1_17_A,DBTH01000319.1_17,0
GB_GCA_002307145.1,DBTR01000004.1_3_A,DBTR01000004.1_3,0
GB_GCA_002307315.1,DBTZ01000067.1_14_A,DBTZ01000067.1_14,0
GB_GCA_002368295.1,AP018248.1_3871_B,AP018248.1_3871,0
GB_GCA_002422505.1,DIVX01000074.1_17_A,DIVX01000074.1_17,0
GB_GCA_002886105.1,CP025776.1_4903_A,CP025776.1_4903,0
GB_GCA_003165295.1,PLTC01000098.1_8_A,PLTC01000098.1_8,0
GB_GCA_003326195.1,LXQE01000005.1_14_B,LXQE01000005.1_14,0
GB_GCA_003574895.1,PJFB01000002.1_331_A,PJFB01000002.1_331,0
GB_GCA_012972825.1,JABDHL010000026.1_125_A,JABDHL010000026.1_125,0
GB_GCA_013334925.1,JAAXWP010000011.1_20_A,JAAXWP010000011.1_20,0
GB_GCA_015548865.1,JADMXW010000009.1_75_A,JADMXW010000009.1_75,0
GB_GCA_015654615.1,JAATGN010000058.1_2_A,JAATGN010000058.1_2,0
GB_GCA_015654745.1,JAATGH010000045.1_6_A,JAATGH010000045.1_6,0
GB_GCA_015655365.1,JAATFE010000358.1_12_A,JAATFE010000358.1_12,0
GB_GCA_016215605.1,JACRJB010000068.1_90_A,JACRJB010000068.1_90,0
GB_GCA_017860295.1,JAFNAS010000019.1_48_A,JAFNAS010000019.1_48,0
GB_GCA_018241685.1,JAFEDJ010000039.1_37_A,JAFEDJ010000039.1_37,0
GB_GCA_018262505.1,JAGSYV010000023.1_37_A,JAGSYV010000023.1_37,0
GB_GCA_019359695.1,JAHHGV010000017.1_1_A,JAHHGV010000017.1_1,0
GB_GCA_021781655.1,JAJXWJ010000037.1_15_A,JAJXWJ010000037.1_15,0
GB_GCA_021827445.1,JAKAVW010000005.1_25_A,JAKAVW010000005.1_25,0
GB_GCA_023386445.1,JAEWJR010000083.1_16_A,JAEWJR010000083.1_16,0
GB_GCA_023390395.1,JAEWCY010000132.1_48_A,JAEWCY010000132.1_48,0
GB_GCA_023392595.1,JAEVYU010000055.1_50_A,JAEVYU010000055.1_50,0
GB_GCA_023398615.1,JAEWSD010000222.1_15_A,JAEWSD010000222.1_15,0
GB_GCA_023400235.1,JAEXFI010000041.1_66_A,JAEXFI010000041.1_66,0
GB_GCA_023408075.1,JAEYKW010000009.1_30_A,JAEYKW010000009.1_30,0
GB_GCA_023415815.1,JAEZJL010000386.1_11_A,JAEZJL010000386.1_11,0
GB_GCA_023419375.1,JAEZYD010000024.1_27_A,JAEZYD010000024.1_27,0
GB_GCA_023425485.1,JAFACO010000583.1_2_A,JAFACO010000583.1_2,0
GB_GCA_023433405.1,JAEZCT010000019.1_8_A,JAEZCT010000019.1_8,0
GB_GCA_023441965.1,JAEZNB010000112.1_2_A,JAEZNB010000112.1_2,0
GB_GCA_023458095.1,JAEXAS010000034.1_6_A,JAEXAS010000034.1_6,0
GB_GCA_028681335.1,JAQUIT010000001.1_58_A,JAQUIT010000001.1_58,0
GB_GCA_029256185.1,JAQSYI010000041.1_54_A,JAQSYI010000041.1_54,0
GB_GCA_029379265.1,JAQYWN010000512.1_4_A,JAQYWN010000512.1_4,0
GB_GCA_030156255.1,JASGMV010000030.1_22_A,JASGMV010000030.1_22,0
GB_GCA_031258965.1,JAIRMC010000018.1_3_A,JAIRMC010000018.1_3,0
GB_GCA_031267635.1,JAIRYX010000448.1_39_A,JAIRYX010000448.1_39,0
GB_GCA_031276985.1,JAISMA010000080.1_8_A,JAISMA010000080.1_8,0
GB_GCA_031283915.1,JAITAY010000333.1_5_A,JAITAY010000333.1_5,0
GB_GCA_031289815.1,JAITOS010000079.1_6_A,JAITOS010000079.1_6,0
GB_GCA_031292075.1,JARLHW010000172.1_26_A,JARLHW010000172.1_26,0
GB_GCA_031296325.1,JARLFY010000068.1_13_A,JARLFY010000068.1_13,0
GB_GCA_035297005.1,DATGZW010000175.1_7_A,DATGZW010000175.1_7,0
GB_GCA_035560775.1,DATMYU010000225.1_3_A,DATMYU010000225.1_3,0
GB_GCA_035561335.1,DATMXV010000234.1_5_A,DATMXV010000234.1_5,0
GB_GCA_036771135.1,DAIPHW010000062.1_10_A,DAIPHW010000062.1_10,0
GB_GCA_038248065.1,JBBRUD010000106.1_3_A,JBBRUD010000106.1_3,0
GB_GCA_040208185.1,CP157947.1_5787_A,CP157947.1_5787,0
GB_GCA_041672425.1,JBAYZR010000039.1_7_A,JBAYZR010000039.1_7,0
GB_GCA_041911695.1,JAYROM010000209.1_2_A,JAYROM010000209.1_2,0
GB_GCA_042691655.1,CP170506.1_261_A,CP170506.1_261,0
GB_GCA_047605645.1,JASGFJ010000031.1_25_A,JASGFJ010000031.1_25,0
GB_GCA_047974135.1,JBKECC010000031.1_3_A,JBKECC010000031.1_3,0
GB_GCA_049587335.1,JBAVDS010000055.1_7_A,JBAVDS010000055.1_7,0
GB_GCA_050115405.1,JASFQO010000068.1_5_A,JASFQO010000068.1_5,0
GB_GCA_050255935.1,JBFWIP010000053.1_1_A,JBFWIP010000053.1_1,0
GB_GCA_052146775.1,JBKQMI010000195.1_2_A,JBKQMI010000195.1_2,0
GB_GCA_903851385.1,CAINOC010000018.1_16_A,CAINOC010000018.1_16,0
GB_GCA_903915725.1,CAIWTY010000033.1_58_A,CAIWTY010000033.1_58,0
GB_GCA_903927615.1,CAIYNU010000054.1_18_A,CAIYNU010000054.1_18,0
GB_GCA_937868725.1,CALMMQ010000017.1_6_A,CALMMQ010000017.1_6,0
GB_GCA_937958025.1,CALFXO010000064.1_5_A,CALFXO010000064.1_5,0
GB_GCA_963662595.1,OY759748.1_214_A,OY759748.1_214,0
GB_GCA_963666745.1,OY762961.1_1337_A,OY762961.1_1337,0
GB_GCA_963677015.1,OY781533.1_723_A,OY781533.1_723,0
GB_GCA_963678185.1,OY782757.1_474_A,OY782757.1_474,0
GB_GCA_963710875.1,CAVQBW010000006.1_421_A,CAVQBW010000006.1_421,0
GB_GCA_963741035.1,CAVUGX010000058.1_65_A,CAVUGX010000058.1_65,0
GB_GCA_963756335.1,CAVWOB010000014.1_172_A,CAVWOB010000014.1_172,0
GB_GCA_963766815.1,CAVYBZ010000022.1_178_A,CAVYBZ010000022.1_178,0
GB_GCA_963790715.1,CAWBPN010000016.1_50_A,CAWBPN010000016.1_50,0
GB_GCA_963804045.1,CAWDOR010000004.1_231_A,CAWDOR010000004.1_231,0
GB_GCA_963813955.1,CAWFBN010000050.1_22_A,CAWFBN010000050.1_22,0
GB_GCA_963834165.1,CAWIAL010000015.1_51_A,CAWIAL010000015.1_51,0
GB_GCA_964292275.1,CAXYUZ010000018.1_10_A,CAXYUZ010000018.1_10,0
GB_GCA_964413315.1,CAYPRZ010000021.1_17_A,CAYPRZ010000021.1_17,0
GB_GCA_964509755.1,CAZDYU010000004.1_31_A,CAZDYU010000004.1_31,0
GB_GCA_964610975.1,CAZSYN010000005.1_280_A,CAZSYN010000005.1_280,0
GB_GCA_964645305.1,CAZYCV010000033.1_24_A,CAZYCV010000033.1_24,0
GB_GCA_964658145.1,CAZZYE010000530.1_1_A,CAZZYE010000530.1_1,0
RS_GCF_000013745.1,NC_007925.1_4718_A,NC_007925.1_4718,0
RS_GCF_000021865.1,NC_014034.1_583_A,NC_014034.1_583,0
RS_GCF_000178115.2,NC_014828.1_2301_A,NC_014828.1_2301,0
RS_GCF_000224065.1,NZ_AFWT01000026.1_8_A,NZ_AFWT01000026.1_8,0
RS_GCF_000247605.1,NC_016894.1_704_A,NC_016894.1_704,0
RS_GCF_000293785.1,NZ_AKZI01000081.1_41_A,NZ_AKZI01000081.1_41,0
RS_GCF_000333455.1,NZ_BADD01000438.1_2_A,NZ_BADD01000438.1_2,0
RS_GCF_000374185.1,NZ_KB910518.1_2915_A,NZ_KB910518.1_2915,0
RS_GCF_000426485.1,NZ_AUFL01000008.1_101_A,NZ_AUFL01000008.1_101,0
RS_GCF_000504305.1,NZ_KI632512.1_82_A,NZ_KI632512.1_82,0
RS_GCF_000585215.1,NZ_AONC01000021.1_84_A,NZ_AONC01000021.1_84,0
RS_GCF_000723885.1,NZ_CCDG010000021.1_224_A,NZ_CCDG010000021.1_224,0
RS_GCF_000758665.1,NZ_CP009285.1_2703_A,NZ_CP009285.1_2703,0
RS_GCF_000807255.1,NZ_CP009268.1_1374_A,NZ_CP009268.1_1374,0
RS_GCF_001045675.1,NZ_LEKT01000060.1_14_A,NZ_LEKT01000060.1_14,0
RS_GCF_001457415.1,NZ_LN881724.1_1841_A,NZ_LN881724.1_1841,0
RS_GCF_001723605.1,NZ_CP017111.1_1611_A,NZ_CP017111.1_1611,0
RS_GCF_002051585.1,NZ_MZGX01000002.1_103_A,NZ_MZGX01000002.1_103,0
RS_GCF_002162315.1,NZ_CP021416.1_1688_A,NZ_CP021416.1_1688,0
RS_GCF_002291445.1,NZ_CP014137.1_60_A,NZ_CP014137.1_60,0
RS_GCF_002845745.1,NZ_PIUM01000009.1_78_A,NZ_PIUM01000009.1_78,0
RS_GCF_002995845.1,NZ_PVXP01000083.1_8_A,NZ_PVXP01000083.1_8,0
RS_GCF_003119195.2,NZ_CP022255.1_593_A,NZ_CP022255.1_593,0
RS_GCF_003226555.1,NZ_QKQS01000006.1_445_A,NZ_QKQS01000006.1_445,0
RS_GCF_003966715.1,NZ_AP018907.1_606_A,NZ_AP018907.1_606,0
RS_GCF_003994235.2,NZ_RYFG02000121.1_132_A,NZ_RYFG02000121.1_132,0
RS_GCF_004342175.1,NZ_SMAO01000001.1_576_A,NZ_SMAO01000001.1_576,0
RS_GCF_004801295.1,NZ_SSOC01000003.1_583_A,NZ_SSOC01000003.1_583,0
